PR number,label
7544,area: Networking
7545,area: DMA
7545,platform: STM32
7548,area: Devicetree
7549,area: Networking
7551,area: Networking
7551,area: USB
7556,area: Networking
7557,bug
7557,priority: high
7560,platform: NXP
7561,area: SPI
7561,area: Flash
7574,Enhancement
7574,area: Build System
7579,area: Networking
7580,area: Networking
7581,area: Devicetree
7581,platform: ESP32
7592,area: native port
7594,Enhancement
7594,priority: low
7594,area: ARM
7599,area: Networking
7599,area: Documentation
7606,bug
7606,area: Networking
7616,platform: STM32
7619,area: API
7621,platform: STM32
7622,area: Networking
7623,area: Devicetree
7624,area: Networking
7626,area: I2C
7626,platform: STM32
7627,area: Sensors
7628,platform: STM32
7631,platform: STM32
7632,Enhancement
7632,area: Memory Management
7632,area: Memory Protection
7635,area: Networking
7637,platform: NXP
7641,platform: STM32
7650,area: Sensors
7650,area: Devicetree
7650,platform: STM32
7653,area: Networking
7662,area: Networking
7665,area: USB
7672,platform: STM32
7672,area: Clock Control
7675,area: Networking
7679,area: Networking
7679,area: Tests
7679,DNM
7680,area: Networking
7681,platform: nRF
7683,DNM
7686,area: Miscellaneous
7687,bug
7687,area: SPI
7687,platform: STM32
7690,area: Devicetree
7690,platform: NXP
7691,area: ADC
7691,area: API
7695,bug
7695,priority: high
7695,area: Devicetree
7695,platform: NXP
7696,area: SPI
7696,platform: NXP
7711,area: Networking
7743,area: Networking
7747,bug
7747,priority: high
7747,area: ARM
7750,area: ARM
7750,area: Trusted Execution
7752,area: Memory Protection
7759,priority: high
7759,area: Security
7759,area: X86
7765,area: X86
7771,Enhancement
7771,area: USB
7774,area: Networking
7775,area: Networking
7779,platform: STM32
7779,area: CAN
7781,priority: low
7781,area: ARM
7788,area: I2C
7788,platform: nRF
7790,area: Networking
7801,bug
7805,bug
7805,platform: NXP
7805,area: RTC
7807,area: Networking
7808,bug
7808,platform: STM32
7813,bug
7813,area: Networking
7816,bug
7822,Enhancement
7822,area: USB
7824,area: Documentation
7831,area: Networking
7840,platform: NXP
7843,area: Networking
7844,area: SPI
7844,platform: STM32
7845,area: Networking
7846,area: Networking
7849,area: Networking
7853,bug
7853,area: SPI
7853,platform: STM32
7860,Enhancement
7860,area: Bluetooth
7860,area: native port
7864,area: Networking
7864,area: Documentation
7865,area: Networking
7867,area: Networking
7870,area: SPI
7870,area: Devicetree
7871,area: Networking
7872,area: Xtensa
7872,area: Devicetree
7880,bug
7880,priority: high
7880,area: ARM
7883,bug
7883,priority: medium
7883,area: ARM
7883,area: Memory Protection
7886,platform: nRF
7887,priority: high
7892,priority: high
7892,area: Security
7892,area: Crypto / RNG
7892,EXT
7893,priority: high
7893,area: Memory Protection
7894,bug
7894,area: Networking
7902,bug
7902,area: ARM
7902,area: Memory Protection
7910,bug
7910,area: Bluetooth
7912,area: Sensors
7913,area: Networking
7913,area: Documentation
7915,platform: nRF
7916,area: USB
7925,bug
7925,area: Networking
7925,area: USB
7928,bug
7928,priority: high
7928,area: Memory Protection
7932,area: GPIO
7932,platform: NXP
7936,area: Boards
7936,platform: STM32
7943,area: native port
7944,area: Documentation
7946,bug
7947,platform: STM32
7952,area: Networking
7953,Enhancement
7953,area: ARM
7953,area: Memory Protection
7960,bug
7960,platform: nRF
7961,area: Networking
7967,area: Devicetree
7975,area: Devicetree
7982,area: USB
7983,area: USB
7983,platform: NXP
7990,platform: STM32
7991,area: Networking
7992,area: Logging
7992,RFC
7992,DNM
7993,area: Bluetooth
7993,area: USB
7997,platform: STM32
8006,area: Networking
8006,Coverity
8012,bug
8012,area: Networking
8021,bug
8021,area: Memory Protection
8023,Enhancement
8023,area: Logging
8027,area: Networking
8028,bug
8028,Enhancement
8028,priority: medium
8028,area: ARM
8028,area: Memory Protection
8029,area: Networking
8035,area: Build System
8037,bug
8037,priority: high
8051,bug
8051,priority: medium
8051,area: Kernel
8052,area: Drivers
8052,area: Networking
8053,area: Kernel
8058,area: Networking
8059,area: Networking
8059,area: Ethernet
8060,DNM
8061,priority: low
8061,area: Build System
8066,bug
8066,priority: medium
8066,area: ARM
8066,area: Memory Protection
8067,area: Documentation
8068,area: PWM
8068,area: Samples
8068,platform: nRF
8074,bug
8074,area: native port
8079,area: Samples
8091,bug
8091,area: ARC
8091,area: Memory Protection
8103,bug
8103,area: ARM
8103,area: Memory Protection
8107,bug
8107,platform: STM32
8109,area: ARM
8112,bug
8112,area: Networking
8113,area: Networking
8114,area: Boards
8114,platform: STM32
8119,bug
8119,priority: high
8119,area: Memory Protection
8126,bug
8126,priority: high
8126,area: Kernel
8127,area: Tests
8130,bug
8130,area: Documentation
8130,area: Watchdog
8130,area: API
8147,area: SPI
8147,platform: STM32
8148,bug
8148,priority: medium
8148,area: Bluetooth
8161,area: Kernel
8163,area: Networking
8165,area: Networking
8167,area: Networking
8170,platform: NXP
8175,area: Networking
8176,area: Networking
8177,area: Flashing
8179,area: Networking
8185,area: ARM
8185,area: Memory Protection
8191,area: Documentation
8196,platform: STM32
8201,bug
8201,priority: medium
8201,area: Bluetooth
8205,area: Networking
8216,area: Bluetooth
8216,area: Tests
8219,bug
8219,priority: high
8220,bug
8223,bug
8223,area: ARM
8227,platform: STM32
8229,bug
8229,area: Networking
8230,area: Networking
8237,area: Networking
8238,area: Boards
8238,platform: STM32
8239,area: Bluetooth
8241,Enhancement
8245,area: Networking
8247,area: Networking
8248,area: Networking
8251,area: Kernel
8251,area: Networking
8251,area: Toolchains
8261,area: Kernel
8261,area: Documentation
8266,area: Documentation
8266,area: Security
8267,area: Documentation
8268,area: UART
8268,area: Console
8269,area: Console
8269,area: Shell
8270,area: Networking
8276,platform: STM32
8276,area: CAN
8278,area: Tests
8279,bug
8279,Coverity
8282,area: Networking
8301,area: Documentation
8304,area: CAN
8306,area: UART
8306,platform: STM32
8307,area: UART
8307,area: API
8308,area: GPIO
8308,platform: nRF
8310,area: Tests
8312,area: Networking
8314,area: Documentation
8318,area: Networking
8318,DNM
8319,area: RISCV
8323,bug
8323,area: Networking
8324,area: Boards
8326,area: Networking
8330,bug
8330,area: Tests
8330,area: native port
8333,area: Networking
8333,area: Ethernet
8335,area: Memory Protection
8337,area: Networking
8340,area: Counter
8340,RFC
8340,area: API
8342,area: Networking
8345,area: Networking
8346,platform: STM32
8351,area: Drivers
8351,area: Bluetooth
8351,area: Crypto / RNG
8354,area: UART
8354,platform: STM32
8359,platform: STM32
8363,platform: nRF
8386,area: Networking
8386,DNM
8392,bug
8401,area: Devicetree
8405,platform: STM32
8405,area: RTC
8407,area: C Library
8408,area: ARM
8423,area: USB
8423,platform: STM32
8427,platform: STM32
8427,area: CAN
8428,area: USB
8429,area: Networking
8433,area: Devicetree
8433,platform: nRF
8442,DNM
8443,Enhancement
8443,area: USB
8445,area: Build System
8447,platform: nRF
8449,area: Drivers
8449,area: UART
8449,platform: nRF
8451,DNM
8457,area: ARM
8457,area: Memory Protection
8459,DNM
8460,area: Networking
8463,area: Devicetree
8465,area: Devicetree
8465,platform: STM32
8467,area: ARM
8467,area: Memory Protection
8471,platform: STM32
8471,area: RTC
8474,area: Networking
8475,area: Memory Protection
8475,area: Tests
8480,area: C Library
8480,DNM
8486,area: Architectures
8489,area: Networking
8494,bug
8495,area: USB
8498,area: USB
8503,platform: STM32
8504,area: Test Framework
8504,area: native port
8507,area: Documentation
8507,area: Configuration System
8507,area: Devicetree
8508,area: Flashing
8508,platform: STM32
8513,bug
8513,area: Build System
8522,area: native port
8527,area: IPC
8527,platform: NXP
8535,platform: NXP
8538,platform: NXP
8541,area: Devicetree
8542,area: GPIO
8542,platform: Microchip SAM
8543,area: Bluetooth
8545,platform: nRF
8547,DNM
8550,area: Build System
8551,area: Networking
8552,area: UART
8552,platform: nRF
8554,area: ARM
8554,area: Memory Protection
8555,area: Tests
8557,area: Bluetooth
8558,area: Networking
8560,area: Bluetooth
8561,area: Devicetree
8561,RFC
8561,DNM
8562,area: USB
8569,area: Bluetooth
8570,Feature Request
8570,area: Networking
8570,DNM
8573,area: Networking
8579,area: DMA
8579,platform: STM32
8580,area: Memory Protection
8581,area: Networking
8582,area: Networking
8589,platform: STM32
8590,area: Networking
8594,platform: NXP
8595,area: Tests
8595,area: native port
8599,platform: NXP
8599,DNM
8599,EXT
8603,area: ARM
8603,area: Memory Protection
8604,area: I2C
8604,area: Devicetree
8608,area: Networking
8609,area: Networking
8615,area: Networking
8617,area: Networking
8619,area: Networking
8620,area: Networking
8620,area: Ethernet
8621,area: Networking
8621,platform: NXP
8621,area: Ethernet
8622,area: Networking
8622,platform: Microchip SAM
8622,area: Ethernet
8623,area: Networking
8623,area: Ethernet
8624,area: ADC
8624,area: UART
8624,platform: STM32
8627,platform: STM32
8628,bug
8628,area: PWM
8628,platform: nRF
8629,area: ARM
8633,area: Networking
8634,area: Networking
8635,area: Networking
8637,area: Networking
8637,area: Tests
8638,area: Build System
8638,area: ARM
8639,area: Networking
8640,platform: nRF
8641,DNM
8647,platform: STM32
8648,platform: STM32
8649,platform: STM32
8650,platform: nRF
8651,area: Networking
8656,area: I2C
8656,area: Devicetree
8656,platform: nRF
8661,platform: nRF
8663,platform: STM32
8664,platform: STM32
8665,platform: STM32
8666,platform: STM32
8667,area: USB
8667,platform: STM32
8670,platform: STM32
8672,area: Networking
8673,area: Networking
8673,area: Tests
8674,priority: high
8674,area: Networking
8675,area: Memory Protection
8676,area: Networking
8677,area: Networking
8681,area: Networking
8685,area: Networking
8685,platform: NXP
8685,area: Ethernet
8686,area: Networking
8686,platform: STM32
8687,area: Memory Protection
8687,platform: NXP
8688,area: Networking
8703,area: Networking
8704,Enhancement
8704,area: Logging
8706,area: USB
8706,Coverity
8707,area: I2C
8710,area: Boards
8710,platform: STM32
8712,area: GPIO
8712,area: Devicetree
8712,platform: nRF
8714,area: native port
8716,area: I2C
8716,platform: STM32
8718,area: Tests
8729,area: GPIO
8729,platform: nRF
8731,area: Networking
8733,area: Drivers
8733,area: USB
8733,platform: STM32
8735,area: UART
8735,area: Devicetree
8735,platform: nRF
8737,platform: STM32
8739,area: Networking
8740,area: Documentation
8740,area: native port
8742,area: Logging
8743,DNM
8744,area: Networking
8745,area: Tests
8747,area: ARM
8748,area: PWM
8748,platform: nRF
8749,area: Build System
8749,area: native port
8750,area: Networking
8751,area: Networking
8759,area: Devicetree
8759,platform: STM32
8761,area: UART
8761,area: Devicetree
8761,platform: nRF
8762,platform: STM32
8763,bug
8763,area: Debugging
8763,area: Console
8763,EXT
8764,area: Devicetree
8764,platform: STM32
8765,area: ARM
8766,area: Tests
8767,RFC
8767,DNM
8768,area: ARM
8768,area: Devicetree
8769,area: Networking
8769,area: Logging
8769,DNM
8770,platform: STM32
8770,area: Ethernet
8771,area: Memory Protection
8771,platform: STM32
8771,Trivial
8772,platform: STM32
8773,area: USB
8773,platform: STM32
8774,platform: STM32
8776,area: Networking
8776,area: Documentation
8777,area: Networking
8777,area: Documentation
8778,area: Sensors
8779,area: Bluetooth
8779,area: Samples
8779,platform: nRF
8780,platform: STM32
8782,area: Tests
8783,DNM
8783,platform: ESP32
8785,Enhancement
8785,Feature
8785,area: ARM
8785,area: Memory Protection
8786,area: ARM
8786,area: Memory Protection
8787,area: Drivers
8787,area: USB
8787,platform: nRF
8788,area: GPIO
8788,area: Pinmux
8788,platform: STM32
8794,area: PWM
8794,platform: NXP
8799,platform: nRF
8802,area: Boards
8802,platform: STM32
8803,platform: nRF
8805,area: Logging
8806,area: Tests
8807,area: Logging
8809,area: Memory Protection
8809,platform: NXP
8812,platform: nRF
8814,area: Networking
8816,area: Networking
8816,area: Logging
8817,area: Build System
8817,area: Documentation
8819,platform: STM32
8824,area: Networking
8828,area: Logging
8831,priority: low
8831,area: ARM
8834,area: Networking
8835,area: Networking
8837,area: Flash
8837,area: Devicetree
8839,area: Tests
8840,area: Logging
8841,area: USB
8841,platform: STM32
8841,area: Clock Control
8842,area: Logging
8843,platform: nRF
8844,area: Logging
8845,area: Networking
8846,platform: nRF
8847,area: Devicetree
8847,platform: nRF
8850,area: Logging
8853,platform: STM32
8856,area: C Library
8856,DNM
8858,area: USB
8858,area: Devicetree
8858,platform: STM32
8863,area: Memory Protection
8868,bug
8868,priority: high
8868,area: ARM
8868,area: Memory Protection
8885,area: Networking
8903,area: Networking
8903,area: Samples
8904,area: Networking
8905,area: Networking
8912,area: Networking
8912,area: Samples
8913,area: Networking
8919,area: Devicetree
8919,platform: NXP
8920,area: Kernel
8923,platform: NXP
8923,EXT
8930,area: UART
8930,area: Devicetree
8930,platform: SiLabs
8934,area: native port
8936,priority: low
8942,bug
8942,area: ARM
8942,area: Memory Protection
8943,area: Bluetooth
8944,DNM
8947,area: USB
8951,area: UART
8956,area: UART
8962,area: Samples
8964,area: Networking
8964,area: Samples
8966,area: Networking
8967,area: Networking
8971,area: ARM
8971,area: Boards
8971,platform: SiLabs
8972,bug
8972,priority: medium
8972,area: ARM
8985,area: Networking
8986,area: Networking
9004,area: Logging
9007,area: Networking
9008,area: Networking
9017,platform: STM32
9018,area: DMA
9018,area: API
9020,area: ARM
9023,area: Networking
9023,Coverity
9033,area: Networking
9035,area: Drivers
9036,area: Networking
9038,area: Networking
9040,area: IPC
9040,platform: NXP
9042,area: I2C
9042,area: ARM
9042,area: UART
9042,area: Boards
9042,EXT
9042,platform: SiLabs
9050,area: Networking
9053,area: native port
9060,area: UART
9062,area: USB
9062,area: Devicetree
9062,platform: STM32
9068,area: Networking
9071,area: Bluetooth
9075,area: Networking
9078,area: SPI
9078,area: Flash
9079,area: Networking
9086,RFC
9086,DNM
9088,area: Networking
9091,area: Networking
9093,area: Networking
9101,area: RISCV
9101,area: Devicetree
9103,area: Networking
9104,area: Boards
9107,area: Networking
9110,platform: STM32
9111,area: Networking
9112,area: Networking
9112,area: Ethernet
9114,area: Networking
9115,area: Logging
9116,area: Bluetooth
9118,area: Networking
9120,platform: STM32
9121,RFC
9121,DNM
9126,area: Bluetooth
9132,area: Networking
9133,area: Tests
9138,area: Documentation
9138,area: Debugging
9138,area: Flashing
9144,area: Sensors
9144,platform: NXP
9149,area: Display
9151,area: Networking
9153,area: Networking
9155,area: Networking
9158,area: Networking
9164,area: native port
9166,area: Documentation
9166,area: native port
9168,area: Bluetooth
9169,area: Bluetooth
9170,area: Networking
9171,area: Networking
9175,area: RISCV
9176,platform: NXP
9176,area: Storage
9177,area: Devicetree
9179,area: Networking
9179,area: Memory Protection
9179,area: Sockets
9180,area: Networking
9181,area: Bluetooth
9183,platform: STM32
9184,platform: STM32
9184,area: CAN
9185,area: Networking
9191,platform: STM32
9192,area: Networking
9195,area: RISCV
9195,area: Devicetree
9201,area: SPI
9201,area: Tests
9203,area: Networking
9205,area: Networking
9206,area: Sensors
9207,area: native port
9209,area: Networking
9210,area: Bluetooth
9211,area: Logging
9212,area: Bluetooth
9220,area: Networking
9227,area: Bluetooth
9228,area: Networking
9229,area: Networking
9232,area: native port
9251,area: Networking
9252,area: Networking
9254,area: Tests
9260,area: RISCV
9263,area: Networking
9267,area: Networking
9272,area: Networking
9274,priority: high
